"","product_type","stay_dt","dow","booking_dt","days_prior","daily_gross_bookings","daily_gross_rev","daily_cxl_bookings","daily_cxl_rev","daily_net_bookings","daily_net_rev","cummulative_gross_bookings","cummulative_gross_rev","cummulative_cxl_bookings","cummulative_cxl_rev","OTB","OTB_rev","OTB_to_be_cxl","OTB_rev_to_be_cxl","OTB_to_survive","OTB_rev_to_survive","day_of_week","dp_range","price","OTB_cxl_rate","day_type","OP_FENC","CORP_BUS","MEM_OTHER","GOV_UNFENC","GROUP"
"132","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-13,25,5,864,2,436,3,428,16,2933,2,436,14,2497,3,598,11,1899,"3","22_28",178.357142857143,0.214285714285714,0,0,1,0,0,0
"133","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-12,26,9,1817,0,0,9,1817,11,2069,0,0,11,2069,2,436,9,1633,"3","22_28",188.090909090909,0.181818181818182,0,0,1,0,0,0
"134","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-11,27,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"3","22_28",126,0,0,0,1,0,0,0
"135","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-10,28,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"3","22_28",126,0,0,0,1,0,0,0
"136","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-09,29,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"3","29_32",126,0,0,0,1,0,0,0
"137","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-08,30,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"3","29_32",126,0,0,0,1,0,0,0
"138","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-07,31,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"3","29_32",126,0,0,0,1,0,0,0
"139","BUSINESS TRAVEL AGENCIES",2012-02-07,3,2012-01-06,32,0,0,0,0,0,0,2,252,0,0,2,252,0,0,2,252,"3","29_32",126,0,0,0,1,0,0,0
"140","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-07,1,0,0,0,0,0,0,19,3383,7,1322,12,2061,1,162,11,1899,"4","1_7",171.75,0.0833333333333333,0,0,1,0,0,0
"141","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-06,2,0,0,0,0,0,0,19,3383,7,1322,12,2061,1,162,11,1899,"4","1_7",171.75,0.0833333333333333,0,0,1,0,0,0
"142","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-05,3,0,0,0,0,0,0,19,3383,7,1322,12,2061,1,162,11,1899,"4","1_7",171.75,0.0833333333333333,0,0,1,0,0,0
"143","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-04,4,0,0,0,0,0,0,19,3383,7,1322,12,2061,1,162,11,1899,"4","1_7",171.75,0.0833333333333333,0,0,1,0,0,0
"144","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-03,5,0,0,1,274,-1,-274,19,3383,7,1322,12,2061,1,162,11,1899,"4","1_7",171.75,0.0833333333333333,0,0,1,0,0,0
"145","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-02,6,0,0,0,0,0,0,19,3383,6,1048,13,2335,2,436,11,1899,"4","1_7",179.615384615385,0.153846153846154,0,0,1,0,0,0
"146","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-02-01,7,0,0,0,0,0,0,19,3383,6,1048,13,2335,2,436,11,1899,"4","1_7",179.615384615385,0.153846153846154,0,0,1,0,0,0
"147","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-31,8,1,162,0,0,1,162,19,3383,6,1048,13,2335,2,436,11,1899,"4","8_14",179.615384615385,0.153846153846154,0,0,1,0,0,0
"148","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-30,9,0,0,0,0,0,0,18,3221,6,1048,12,2173,1,274,11,1899,"4","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"149","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-29,10,0,0,0,0,0,0,18,3221,6,1048,12,2173,1,274,11,1899,"4","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"150","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-28,11,0,0,0,0,0,0,18,3221,6,1048,12,2173,1,274,11,1899,"4","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"151","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-27,12,0,0,1,162,-1,-162,18,3221,6,1048,12,2173,1,274,11,1899,"4","8_14",181.083333333333,0.0833333333333333,0,0,1,0,0,0
"152","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-26,13,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","8_14",179.615384615385,0.153846153846154,0,0,1,0,0,0
"153","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-25,14,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","8_14",179.615384615385,0.153846153846154,0,0,1,0,0,0
"154","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-24,15,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"155","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-23,16,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"156","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-22,17,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"157","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-21,18,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"158","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-20,19,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"159","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-19,20,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"160","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-18,21,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","15_21",179.615384615385,0.153846153846154,0,0,1,0,0,0
"161","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-17,22,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","22_28",179.615384615385,0.153846153846154,0,0,1,0,0,0
"162","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-16,23,0,0,0,0,0,0,18,3221,5,886,13,2335,2,436,11,1899,"4","22_28",179.615384615385,0.153846153846154,0,0,1,0,0,0
"163","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-15,24,0,0,1,162,-1,-162,18,3221,5,886,13,2335,2,436,11,1899,"4","22_28",179.615384615385,0.153846153846154,0,0,1,0,0,0
"164","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-14,25,1,162,1,162,0,0,18,3221,4,724,14,2497,3,598,11,1899,"4","22_28",178.357142857143,0.214285714285714,0,0,1,0,0,0
"165","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-13,26,5,864,2,436,3,428,17,3059,3,562,14,2497,3,598,11,1899,"4","22_28",178.357142857143,0.214285714285714,0,0,1,0,0,0
"166","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-12,27,9,1817,0,0,9,1817,12,2195,1,126,11,2069,2,436,9,1633,"4","22_28",188.090909090909,0.181818181818182,0,0,1,0,0,0
"167","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-11,28,0,0,0,0,0,0,3,378,1,126,2,252,0,0,2,252,"4","22_28",126,0,0,0,1,0,0,0
"168","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-10,29,0,0,0,0,0,0,3,378,1,126,2,252,0,0,2,252,"4","29_32",126,0,0,0,1,0,0,0
"169","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-09,30,0,0,0,0,0,0,3,378,1,126,2,252,0,0,2,252,"4","29_32",126,0,0,0,1,0,0,0
"170","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-08,31,0,0,0,0,0,0,3,378,1,126,2,252,0,0,2,252,"4","29_32",126,0,0,0,1,0,0,0
"171","BUSINESS TRAVEL AGENCIES",2012-02-08,4,2012-01-07,32,0,0,0,0,0,0,3,378,1,126,2,252,0,0,2,252,"4","29_32",126,0,0,0,1,0,0,0
"172","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-08,1,0,0,0,0,0,0,8,1148,4,612,4,536,0,0,4,536,"5","1_7",134,0,0,0,1,0,0,0
"173","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-07,2,0,0,0,0,0,0,8,1148,4,612,4,536,0,0,4,536,"5","1_7",134,0,0,0,1,0,0,0
"174","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-06,3,0,0,0,0,0,0,8,1148,4,612,4,536,0,0,4,536,"5","1_7",134,0,0,0,1,0,0,0
"175","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-05,4,0,0,0,0,0,0,8,1148,4,612,4,536,0,0,4,536,"5","1_7",134,0,0,0,1,0,0,0
"176","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-04,5,1,126,0,0,1,126,8,1148,4,612,4,536,0,0,4,536,"5","1_7",134,0,0,0,1,0,0,0
"177","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-03,6,0,0,0,0,0,0,7,1022,4,612,3,410,0,0,3,410,"5","1_7",136.666666666667,0,0,0,1,0,0,0
"178","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-02,7,0,0,0,0,0,0,7,1022,4,612,3,410,0,0,3,410,"5","1_7",136.666666666667,0,0,0,1,0,0,0
"179","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-02-01,8,0,0,0,0,0,0,7,1022,4,612,3,410,0,0,3,410,"5","8_14",136.666666666667,0,0,0,1,0,0,0
"180","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-31,9,0,0,0,0,0,0,7,1022,4,612,3,410,0,0,3,410,"5","8_14",136.666666666667,0,0,0,1,0,0,0
"181","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-30,10,1,144,0,0,1,144,7,1022,4,612,3,410,0,0,3,410,"5","8_14",136.666666666667,0,0,0,1,0,0,0
"182","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-29,11,0,0,0,0,0,0,6,878,4,612,2,266,0,0,2,266,"5","8_14",133,0,0,0,1,0,0,0
"183","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-28,12,0,0,0,0,0,0,6,878,4,612,2,266,0,0,2,266,"5","8_14",133,0,0,0,1,0,0,0
"184","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-27,13,0,0,1,162,-1,-162,6,878,4,612,2,266,0,0,2,266,"5","8_14",133,0,0,0,1,0,0,0
"185","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-26,14,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","8_14",142.666666666667,0.333333333333333,0,0,1,0,0,0
"186","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-25,15,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"187","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-24,16,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"188","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-23,17,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"189","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-22,18,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"190","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-21,19,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"191","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-20,20,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"192","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-19,21,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","15_21",142.666666666667,0.333333333333333,0,0,1,0,0,0
"193","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-18,22,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","22_28",142.666666666667,0.333333333333333,0,0,1,0,0,0
"194","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-17,23,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","22_28",142.666666666667,0.333333333333333,0,0,1,0,0,0
"195","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-16,24,0,0,0,0,0,0,6,878,3,450,3,428,1,162,2,266,"5","22_28",142.666666666667,0.333333333333333,0,0,1,0,0,0
"196","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-15,25,0,0,1,162,-1,-162,6,878,3,450,3,428,1,162,2,266,"5","22_28",142.666666666667,0.333333333333333,0,0,1,0,0,0
"197","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-14,26,1,162,1,162,0,0,6,878,2,288,4,590,2,324,2,266,"5","22_28",147.5,0.5,0,0,1,0,0,0
"198","BUSINESS TRAVEL AGENCIES",2012-02-09,5,2012-01-13,27,4,590,0,0,4,590,5,716,1,126,4,590,2,324,2,266,"5","22_28",147.5,0.5,0,0,1,0,0,0
"199","BUSINESS TRAVEL AGENCIES",2012-02-10,6,2012-02-09,1,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"6","1_7",126,0,1,0,1,0,0,0
"200","BUSINESS TRAVEL AGENCIES",2012-02-10,6,2012-02-08,2,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"6","1_7",126,0,1,0,1,0,0,0
"201","BUSINESS TRAVEL AGENCIES",2012-02-10,6,2012-02-07,3,1,126,0,0,1,126,1,126,0,0,1,126,0,0,1,126,"6","1_7",126,0,1,0,1,0,0,0
"202","BUSINESS TRAVEL AGENCIES",2012-02-11,7,2012-02-10,1,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"7","1_7",126,0,1,0,1,0,0,0
"203","BUSINESS TRAVEL AGENCIES",2012-02-11,7,2012-02-09,2,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"7","1_7",126,0,1,0,1,0,0,0
"204","BUSINESS TRAVEL AGENCIES",2012-02-11,7,2012-02-08,3,0,0,0,0,0,0,1,126,0,0,1,126,0,0,1,126,"7","1_7",126,0,1,0,1,0,0,0
"205","BUSINESS TRAVEL AGENCIES",2012-02-11,7,2012-02-07,4,1,126,0,0,1,126,1,126,0,0,1,126,0,0,1,126,"7","1_7",126,0,1,0,1,0,0,0
"206","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-11,1,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"207","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-10,2,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"208","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-09,3,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"209","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-08,4,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"210","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-07,5,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"211","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-06,6,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"212","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-05,7,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","1_7",153,0,1,0,1,0,0,0
"213","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-04,8,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","8_14",153,0,1,0,1,0,0,0
"214","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-03,9,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","8_14",153,0,1,0,1,0,0,0
"215","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-02,10,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","8_14",153,0,1,0,1,0,0,0
"216","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-02-01,11,0,0,0,0,0,0,2,306,0,0,2,306,0,0,2,306,"1","8_14",153,0,1,0,1,0,0,0
"217","BUSINESS TRAVEL AGENCIES",2012-02-12,1,2012-01-31,12,2,306,0,0,2,306,2,306,0,0,2,306,0,0,2,306,"1","8_14",153,0,1,0,1,0,0,0
"218","BUSINESS TRAVEL AGENCIES",2012-02-13,2,2012-02-09,4,0,0,0,0,0,0,1,153,0,0,1,153,1,153,0,0,"2","1_7",153,1,0,0,1,0,0,0
"219","BUSINESS TRAVEL AGENCIES",2012-02-13,2,2012-02-08,5,0,0,0,0,0,0,1,153,0,0,1,153,1,153,0,0,"2","1_7",153,1,0,0,1,0,0,0
"220","BUSINESS TRAVEL AGENCIES",2012-02-13,2,2012-02-07,6,0,0,0,0,0,0,1,153,0,0,1,153,1,153,0,0,"2","1_7",153,1,0,0,1,0,0,0
"221","BUSINESS TRAVEL AGENCIES",2012-02-13,2,2012-02-06,7,1,153,0,0,1,153,1,153,0,0,1,153,1,153,0,0,"2","1_7",153,1,0,0,1,0,0,0
"222","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-13,1,1,135,0,0,1,135,8,1242,0,0,8,1242,0,0,8,1242,"3","1_7",155.25,0,0,0,1,0,0,0
"223","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-12,2,0,0,0,0,0,0,7,1107,0,0,7,1107,0,0,7,1107,"3","1_7",158.142857142857,0,0,0,1,0,0,0
"224","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-11,3,0,0,0,0,0,0,7,1107,0,0,7,1107,0,0,7,1107,"3","1_7",158.142857142857,0,0,0,1,0,0,0
"225","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-10,4,0,0,0,0,0,0,7,1107,0,0,7,1107,0,0,7,1107,"3","1_7",158.142857142857,0,0,0,1,0,0,0
"226","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-09,5,0,0,0,0,0,0,7,1107,0,0,7,1107,0,0,7,1107,"3","1_7",158.142857142857,0,0,0,1,0,0,0
"227","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-08,6,4,621,0,0,4,621,7,1107,0,0,7,1107,0,0,7,1107,"3","1_7",158.142857142857,0,0,0,1,0,0,0
"228","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-07,7,0,0,0,0,0,0,3,486,0,0,3,486,0,0,3,486,"3","1_7",162,0,0,0,1,0,0,0
"229","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-06,8,1,162,0,0,1,162,3,486,0,0,3,486,0,0,3,486,"3","8_14",162,0,0,0,1,0,0,0
"230","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-05,9,0,0,0,0,0,0,2,324,0,0,2,324,0,0,2,324,"3","8_14",162,0,0,0,1,0,0,0
"231","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-04,10,0,0,0,0,0,0,2,324,0,0,2,324,0,0,2,324,"3","8_14",162,0,0,0,1,0,0,0
"232","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-03,11,0,0,0,0,0,0,2,324,0,0,2,324,0,0,2,324,"3","8_14",162,0,0,0,1,0,0,0
"233","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-02,12,0,0,0,0,0,0,2,324,0,0,2,324,0,0,2,324,"3","8_14",162,0,0,0,1,0,0,0
"234","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-02-01,13,0,0,0,0,0,0,2,324,0,0,2,324,0,0,2,324,"3","8_14",162,0,0,0,1,0,0,0
"235","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-31,14,1,171,0,0,1,171,2,324,0,0,2,324,0,0,2,324,"3","8_14",162,0,0,0,1,0,0,0
"236","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-30,15,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"237","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-29,16,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"238","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-28,17,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"239","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-27,18,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"240","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-26,19,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"241","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-25,20,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"242","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-24,21,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","15_21",153,0,0,0,1,0,0,0
"243","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-23,22,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"244","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-22,23,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"245","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-21,24,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"246","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-20,25,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"247","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-19,26,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"248","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-18,27,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"249","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-17,28,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","22_28",153,0,0,0,1,0,0,0
"250","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-16,29,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","29_32",153,0,0,0,1,0,0,0
"251","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-15,30,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","29_32",153,0,0,0,1,0,0,0
"252","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-14,31,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","29_32",153,0,0,0,1,0,0,0
"253","BUSINESS TRAVEL AGENCIES",2012-02-14,3,2012-01-13,32,0,0,0,0,0,0,1,153,0,0,1,153,0,0,1,153,"3","29_32",153,0,0,0,1,0,0,0
"254","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-14,1,0,0,1,144,-1,-144,26,3663,4,567,22,3096,0,0,22,3096,"4","1_7",140.727272727273,0,0,0,1,0,0,0
"255","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-13,2,1,135,0,0,1,135,26,3663,3,423,23,3240,1,144,22,3096,"4","1_7",140.869565217391,0.0434782608695652,0,0,1,0,0,0
"256","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-12,3,0,0,0,0,0,0,25,3528,3,423,22,3105,1,144,21,2961,"4","1_7",141.136363636364,0.0454545454545455,0,0,1,0,0,0
"257","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-11,4,0,0,0,0,0,0,25,3528,3,423,22,3105,1,144,21,2961,"4","1_7",141.136363636364,0.0454545454545455,0,0,1,0,0,0
"258","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-10,5,1,135,0,0,1,135,25,3528,3,423,22,3105,1,144,21,2961,"4","1_7",141.136363636364,0.0454545454545455,0,0,1,0,0,0
"259","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-09,6,0,0,0,0,0,0,24,3393,3,423,21,2970,1,144,20,2826,"4","1_7",141.428571428571,0.0476190476190476,0,0,1,0,0,0
"260","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-08,7,3,405,0,0,3,405,24,3393,3,423,21,2970,1,144,20,2826,"4","1_7",141.428571428571,0.0476190476190476,0,0,1,0,0,0
"261","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-07,8,5,675,1,135,4,540,21,2988,3,423,18,2565,1,144,17,2421,"4","8_14",142.5,0.0555555555555556,0,0,1,0,0,0
"262","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-06,9,1,144,0,0,1,144,16,2313,2,288,14,2025,1,144,13,1881,"4","8_14",144.642857142857,0.0714285714285714,0,0,1,0,0,0
"263","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-05,10,0,0,0,0,0,0,15,2169,2,288,13,1881,1,144,12,1737,"4","8_14",144.692307692308,0.0769230769230769,0,0,1,0,0,0
"264","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-04,11,0,0,0,0,0,0,15,2169,2,288,13,1881,1,144,12,1737,"4","8_14",144.692307692308,0.0769230769230769,0,0,1,0,0,0
"265","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-03,12,0,0,0,0,0,0,15,2169,2,288,13,1881,1,144,12,1737,"4","8_14",144.692307692308,0.0769230769230769,0,0,1,0,0,0
"266","BUSINESS TRAVEL AGENCIES",2012-02-15,4,2012-02-02,13,0,0,0,0,0,0,15,2169,2,288,13,1881,1,144,12,1737,"4","8_14",144.692307692308,0.0769230769230769,0,0,1,0,0,0
